,level_0,index,CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP,AvgVAGE,VAGE_Minor,VAGE_Working,VAGE_Senior,MobilLimAge,F_M_VSEX,F_F_VSEX,F_A_PRACE,F_H_PRACE,F_W_PRACE,F_O_PRACE,F_B_PRACE,F_E_MOVEMENT,F_B_MOVEMENT,F_A_MOVEMENT,F_D_MOVEMENT,F_P_MOVEMENT,F_O_MOVEMENT,F_H_MOVEMENT,F_L_MOVEMENT,F_F_MOVEMENT,F_R_MOVEMENT,F_J_MOVEMENT,F_Q_MOVEMENT,F_G_MOVEMENT,F_C_MOVEMENT,F_M_MOVEMENT,F_N_MOVEMENT,F_K_MOVEMENT,F_I_MOVEMENT,F_A_VEHTYPE,F_I_VEHTYPE,F_L_VEHTYPE,F_D_VEHTYPE,F_C_VEHTYPE,F_N_VEHTYPE,F_F_VEHTYPE,F_J_VEHTYPE,F_G_VEHTYPE,F_B_VEHTYPE,F_M_VEHTYPE,F_E_VEHTYPE,F_H_VEHTYPE,PrimeModeClass
801,801,801,3418512,-122.04403306299999,37.3851547241,2007,4316,0,7,4,12,0,1,A,,,,,,1200,10,D,C,A,MARY AV,CALIFORNIA AV,0,,Y,2008-04-18,4316,2007-10-21,1151,10383,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.0,,1.0,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
802,802,802,3418730,-122.00734305600001,37.3809280396,2007,4316,0,1,4,03,0,1,A,,,,,,1800,10,D,C,A,DE GUIGNE DR,ARQUES AV,5,N,N,2008-04-17,4316,2007-10-22,1744,14372,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,F,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,36.0,,2.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
803,803,803,3418762,-122.03223305600001,37.3430252075,2007,4316,0,4,3,10,0,1,A,Y,,,,,2400,10,G,B,B,SUNNYVALE SARATOGA RD,HARWICK WY,0,,Y,2008-04-17,4316,2007-10-25,2125,15924,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,2,A,-,21950,A,N,A,H,-,C,A,0,Y,A,01,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
804,804,804,3418786,-122.013785629,37.3924369812,2007,4316,0,2,4,09,0,2,A,,,,,,1800,10,D,C,A,FAIR OAKS AV,ARCADIA TER,26,S,N,2008-04-17,4316,2007-10-23,1644,14553,12,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21804,A,N,A,H,-,A,D,0,Y,A,07,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
805,805,805,3419250,-122.017760688,37.396654503,2007,4316,2,1,2,08,0,1,A,,,,,,1200,9,E,I,A,RT 101,FAIR OAKS AV,300,N,N,2008-04-07,9340,2007-09-17,945,01797,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,44.99,H,-,S,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,01,1,0,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,39.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
806,806,806,3422576,-122.034138488,37.3777999878,2007,4316,0,7,3,01,0,1,A,,,,,Y,300,10,E,I,A,MATHILDA AV,WASHINGTON AV,356,N,N,2008-04-17,4316,2007-10-07,152,14374,33,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,1,A,-,23152,A,N,A,H,-,C,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
807,807,807,3425580,-121.99600536700001,37.385375976599995,2007,4316,4,1,3,03,0,2,A,,,,,,2100,9,C,C,A,LAWRENCE EXPWY,OAKMEAD PKWY,528,S,N,2008-04-28,9340,2007-09-17,2015,01817,,2,6,0,2,,2,620,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,N,A,H,-,C,D,0,Y,A,08,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.0,,2.0,,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
808,808,808,3427895,-122.030594405,37.356224060100004,2007,4316,0,4,1,03,1,0,A,Y,,,,,900,10,G,B,D,CRESCENT AV,GRECO AV,91,W,N,2008-07-09,4316,2007-10-11,820,11145,61,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,0,1,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,47.5,1.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
809,809,809,3428163,-122.03626306299999,37.400694982,2007,4316,2,6,3,03,0,3,B,,,,,,1500,9,E,I,A,RT 101,RT 237,100,S,N,2008-05-02,9340,2007-09-22,1310,01842,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.111000000000004,R,2,S,Y,1,A,-,22350,,N,B,H,-,A,D,1,Y,-,-,0,2,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,22.5,2.0,2.0,,2.0,1.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
810,810,810,3428287,-121.996000541,37.3812980652,2007,4316,4,2,4,03,0,1,A,,,,,,2100,10,C,C,A,LAWRENCE EXPWY,ARQUES AV,310,N,N,2008-04-01,9340,2007-10-02,1930,18108,,2,6,0,2,,2,620,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,C,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,15.5,2.0,2.0,,2.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
811,811,811,3431297,-122.032563625,37.400084627,2007,4316,2,4,4,03,0,1,-,,,,,,1800,10,C,C,A,RT 101,RT 237,528,S,N,2008-05-05,9340,2007-10-04,1715,01851,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.03,H,-,N,N,2,A,-,22350,,N,-,-,-,-,D,1,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,54.0,,1.0,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
812,812,812,3434353,-122.01386113299999,37.378452300999996,2007,4316,0,7,4,03,0,1,A,,,,,,1800,11,C,C,A,CENTRAL EXPWY,WOLFE RD,250,W,N,2008-05-21,4316,2007-11-11,1642,13877,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,26.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
813,813,813,3434361,-122.033060925,37.36824068,2007,4316,0,1,4,08,0,2,A,,,,,,1200,11,-,C,A,RT 82,MURPHY AV,25,W,N,2008-05-28,4316,2007-11-12,1036,10314,52,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,16.83,H,-,N,N,2,A,-,22107,,N,A,H,-,A,A,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,Motor Vehicle
814,814,814,3434377,-122.032443056,37.3430252075,2007,4316,0,1,4,12,0,2,A,,,,,,2100,11,D,C,A,SUNNYVALE SARATOGA RD,ALBERTA AV,0,,Y,2008-06-09,4316,2007-11-12,1904,15838,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,-,-,C,A,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,35.5,,2.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
815,815,815,3434381,-122.017903055,37.355824979,2007,4316,0,7,4,04,0,1,A,,,,,,1800,11,C,C,A,RT 82,MARIA LN,35,W,N,2008-05-28,4316,2007-11-11,1725,14399,62,5,6,0,0,,0,006,-,Y,SCL,4,82,-,-,15.61,H,-,S,Y,2,A,-,21703,,N,A,H,-,B,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,76.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
816,816,816,3434389,-122.04851306,37.3520965576,2007,4316,0,3,4,08,0,1,A,,,,,,1800,11,E,I,A,FREMONT AV,WARNER AV,0,,Y,2008-05-21,4316,2007-11-14,1734,10329,52,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,B,B,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,72.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
817,817,817,3437370,-122.02164637700001,37.397704747,2007,4316,2,1,3,07,0,1,A,,,Y,,,900,10,B,C,A,RT 101,MATHILDA AV,1520,S,N,2008-05-08,9340,2007-10-29,849,18562,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.39,H,-,N,Y,2,A,-,21658,A,N,A,H,-,A,D,1,Y,A,07,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,36.0,,3.0,,,3.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,Motor Vehicle
818,818,818,3437380,-122.017858221,37.396676229,2007,4316,2,1,4,03,0,3,A,,,,,,600,10,C,C,A,RT 101,FAIR OAKS AV,900,N,N,2008-05-02,9340,2007-10-08,333,01821,,3,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.0,H,-,S,Y,3,A,-,22350,,F,A,H,-,D,D,1,Y,-,-,0,0,3,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.75,,4.0,,,2.0,2.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
819,819,819,3437436,-121.991553055,37.389984984,2007,4316,2,5,4,08,0,1,A,,,,,,2100,10,E,I,A,RT 101,LAWRENCE EXPWY,400,S,N,2008-06-03,9340,2007-10-26,1822,01810,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,2,N,Y,1,A,-,22107,,N,A,H,-,C,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,84.0,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
820,820,820,3437689,-121.995824725,37.3379325867,2007,4316,4,7,4,07,0,1,A,,,,,,2100,8,B,C,A,LAWRENCE EXPWY,HOMESTEAD RD,50,N,N,2008-01-12,9340,2007-08-19,2025,01839,,2,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,N,2,A,-,21658,A,N,A,H,-,C,D,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.5,,2.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
821,821,821,3438421,-122.014223054,37.3454360962,2007,4316,0,2,4,01,0,1,A,,,,,Y,2100,10,A,C,A,S WOLFE,MARION WY,0,,Y,2008-04-26,4316,2007-10-30,1903,10383,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,4,A,-,23153,A,F,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,31.666666666666668,1.0,2.0,,1.0,,3.0,1.0,1.0,1.0,,,,,3.0,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
822,822,822,3438425,-122.01202305700001,37.3809356689,2007,4316,0,5,4,08,0,1,A,,Y,,,Y,1200,10,B,G,A,WOLFE RD,ARQUES AV,0,,Y,2008-04-26,4316,2007-10-19,918,13542,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,N,2,A,-,22107,,M,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,53.0,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
823,823,823,3438453,-122.014233053,37.3411483765,2007,4316,0,3,4,03,0,2,A,,,,,,2100,10,C,C,A,WOLFE RD,INVERNESS AV,90,S,N,2008-04-26,4316,2007-10-31,1854,14553,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,N,A,H,-,C,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.5,,2.0,,,,2.0,2.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
824,824,824,3438457,-121.99570099700001,37.3936309814,2007,4316,0,2,4,03,0,2,A,,,,,,2100,10,C,C,A,LAWRENCE EXPWY,BRIDGEWOOD,24,N,N,2008-04-26,4316,2007-10-30,1930,14458,25,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,N,A,H,-,C,A,0,Y,I,09,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.5,,2.0,,,2.0,,1.0,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,Motor Vehicle
825,825,825,3438495,-122.064799798,37.334048408,2007,4316,1,5,3,03,0,2,B,,,,,,1500,10,F,A,A,RT 280,FOOTHILL EXPWY,600,S,N,2008-04-29,9340,2007-10-12,1438,01816,,2,6,0,1,,2,282,C,Y,SCL,4,280,-,-,11.34,H,-,N,Y,1,A,-,22350,,N,B,H,-,A,D,1,Y,A,01,0,2,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.5,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
826,826,826,3438613,-122.011249214,37.4065582483,2007,4316,3,3,4,08,0,1,A,,,,,,2100,10,E,J,A,RT 237,FAIR OAKS,100,E,N,2008-04-30,9340,2007-10-10,2050,15052,,2,6,0,1,,2,220,-,Y,SCL,4,237,-,R,3.99,H,-,W,Y,1,A,-,22107,,N,A,H,-,C,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,59.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
827,827,827,3439310,-121.995925225,37.3934631348,2007,4316,0,5,3,08,0,1,A,,,Y,,,2400,11,F,J,A,LAWRENCE EXPWY,LAKEWOOD DR,30,S,N,2008-05-19,4316,2007-11-02,2200,10449,24,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,N,1,A,-,22107,,N,A,H,-,C,D,0,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,22.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
828,828,828,3439326,-121.997199285,37.3377952576,2007,4316,0,5,4,08,0,1,A,,,,,Y,1800,11,C,C,A,HOMESTEAD RD,LAWRENCE EXPWY,400,W,N,2008-05-19,4316,2007-11-02,1600,14396,63,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,40.0,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
829,829,829,3439358,-122.02447386799999,37.361500121,2007,4316,0,6,3,01,0,1,A,,,,,Y,300,11,C,C,A,RT 82,FAIR OAKS AV,35,E,N,2008-07-01,4316,2007-11-03,34,15923,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,16.15,H,-,N,Y,2,A,-,23153,A,F,A,H,-,C,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,20.0,,1.0,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
830,830,830,3439562,-121.995926671,37.3934059143,2007,4316,0,6,4,08,0,1,A,,,,,,1800,10,E,I,A,LAWRENCE,LAKEWOOD,50,S,N,2008-05-05,4316,2007-10-06,1730,14139,,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,64.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
831,831,831,3441684,-122.01514188799999,37.388729095500004,2007,4316,0,3,3,03,0,1,A,,,,,,900,11,C,C,A,FAIR OAKS AV,DUANE AV,33,S,N,2008-05-22,4316,2007-11-14,804,10352,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,26.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
832,832,832,3441716,-122.026063056,37.3520965576,2007,4316,0,4,3,01,0,1,A,Y,,,,Y,2100,11,G,B,D,FREMONT AV,FLOYD AV,0,,Y,2008-05-22,4316,2007-11-15,2015,14345,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,2,A,-,23153,A,N,A,H,-,C,D,0,Y,A,01,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,87.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
833,833,833,3441751,-122.027488788,37.388671875,2007,4316,0,7,4,08,0,1,A,,,,,,1500,11,B,C,A,MAUDE,STOWELL,174,W,N,2008-05-21,4316,2007-11-11,1355,14828,1,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle
834,834,834,3443939,-121.993959483,37.4101856483,2007,4316,3,2,4,03,0,2,A,,,,,,2400,10,C,C,A,RT 237,LAWRENCE EXPWY,1004,E,N,2008-05-20,9340,2007-10-02,2355,01830,,3,6,0,1,,2,230,-,Y,SCL,4,237,-,R,4.79,H,-,E,Y,3,A,-,22350,,N,A,H,-,C,D,1,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,28.333333333333332,1.0,2.0,,1.0,1.0,2.0,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
835,835,835,3443959,-121.995041274,37.4099499206,2007,4316,3,2,4,03,0,1,A,,,,,Y,2400,10,E,I,A,RT 237,LAWRENCE EXPWY,984,E,N,2008-05-20,9340,2007-10-02,2350,01830,,3,6,0,1,,2,230,-,Y,SCL,4,237,-,R,4.745,R,1,E,Y,1,A,-,22350,,N,A,H,-,C,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
836,836,836,3444105,-122.00188102,37.323953677,2007,4316,1,5,4,03,0,2,A,,,,,,1800,9,C,C,A,RT 280,LAWRENCE EXPWY,1584,N,N,2008-05-05,9340,2007-09-28,1740,01817,,2,6,0,1,,2,282,-,Y,SCL,4,280,-,-,7.48,H,-,S,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,26.0,,2.0,,,,2.0,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
837,837,837,3444149,-121.991553055,37.389984984,2007,4316,2,5,4,08,0,1,A,,,,,,1500,9,E,I,A,RT 101,LAWRENCE EXPWY,528,S,N,2008-05-02,9340,2007-09-21,1230,01850,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,2,N,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,07,0,0,1,0,0,0,0,0,0,T,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,55.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
838,838,838,3444708,-122.056395989,37.3560142517,2007,4316,0,4,3,03,0,11,A,,,,,,900,9,A,I,A,SYRACUSE DR,KELSEY DR,131,W,N,2007-12-29,4316,2007-09-06,740,13541,51,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,1,A,-,22350,,N,A,H,-,A,B,0,Y,I,11,0,6,5,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,11.818181818181818,11.0,,,11.0,5.0,6.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,Motor Vehicle
839,839,839,3448314,-122.035555852,37.348526000999996,2007,4316,0,1,3,17,0,1,A,,Y,,,,900,9,B,G,A,CASCADE DR,SELO DR,5,E,N,2008-02-05,4316,2007-09-10,800,13877,55,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,N,2,A,-,22517,,N,A,H,-,A,D,0,Y,A,01,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
840,840,840,3450299,-122.04184214899999,37.402107426,2007,4316,2,2,4,07,0,1,A,,,,,,1800,10,C,C,A,RT 101,ELLIS ST,3168,S,N,2008-05-20,9340,2007-10-23,1650,18679,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.41,H,-,N,Y,2,A,-,21658,A,N,A,H,-,A,D,1,Y,A,07,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,38.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
841,841,841,3450661,-122.02770476,37.359043121300004,2007,4316,0,3,3,17,0,1,A,,,,,,300,11,E,I,A,REMINGTON CT,MANET DR,20,E,N,2008-05-19,4316,2007-11-07,30,14398,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,1,A,-,21663,,N,A,H,-,C,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,65.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
842,842,842,3450693,-122.029078991,37.367942810100004,2007,4316,0,2,3,08,0,2,A,,,,,,1800,11,D,C,A,OLD SAN FRANCISCO RD,BAYVIEW AV,75,W,N,2008-05-19,4316,2007-11-06,1751,14372,34,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,22107,,N,A,H,-,B,D,0,Y,A,01,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,63.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
